Id,Firstname,Surname,Born,Born country,Gender,Year,Category,Motivation
1012,Alain,Aspect,1947-06-15,France,male,2022,Physics,"""for experiments with entangled photons establishing the violation of Bell inequalities and  pioneering quantum information science"""
1011,Svante,Pääbo,1955-04-20,Sweden,male,2022,Medicine,"""for his discoveries concerning the genomes of extinct hominins and human evolution"""
1009,Guido,Imbens,1963-09-03,the Netherlands,male,2021,Economics,"""for their methodological contributions to the analysis of causal relationships"""
1008,Joshua,Angrist,1960-09-18,USA,male,2021,Economics,"""for their methodological contributions to the analysis of causal relationships"""
1007,David,Card,,Canada,male,2021,Economics,"""for his empirical contributions to labour economics"""
1006,Dmitry,Muratov,,USSR (now Russia),male,2021,Peace,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace"""
1005,Maria,Ressa,1963-10-02,Philippines,female,2021,Peace,"""for their efforts to safeguard freedom of expression which is a precondition for democracy and lasting peace"""
1004,Abdulrazak,Gurnah,,,male,2021,Literature,"""for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents"""
1003,David,MacMillan,1968-03-16,United Kingdom,male,2021,Chemistry,"""for the development of asymmetric organocatalysis"""
1002,Benjamin,List,1968-01-11,Germany,male,2021,Chemistry,"""for the development of asymmetric organocatalysis"""
1001,Giorgio,Parisi,1948-08-04,Italy,male,2021,Physics,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales"""
1000,Klaus,Hasselmann,1931-10-25,Germany,male,2021,Physics,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming"""
999,Syukuro,Manabe,1931-09-21,Japan,male,2021,Physics,"""for the physical modelling of Earth’s climate quantifying variability and reliably predicting global warming"""
998,Ardem,Patapoutian,,Lebanon,male,2021,Medicine,"""for their discoveries of receptors for temperature and touch"""
997,David,Julius,1955-11-04,USA,male,2021,Medicine,"""for their discoveries of receptors for temperature and touch"""
996,Robert,Wilson,1937-05-16,USA,male,2020,Economics,"""for improvements to auction theory and inventions of new auction formats"""
995,Paul,Milgrom,1948-04-20,USA,male,2020,Economics,"""for improvements to auction theory and inventions of new auction formats"""
994,World Food Programme,,,,org,2020,Peace,"""for its efforts to combat hunger for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict"""
993,Louise,Glück,1943-04-22,USA,female,2020,Literature,"""for her unmistakable poetic voice that with austere beauty makes individual existence universal"""
992,Jennifer A.,Doudna,1964-02-19,USA,female,2020,Chemistry,"""for the development of a method for genome editing"""
991,Emmanuelle,Charpentier,1968-12-11,France,female,2020,Chemistry,"""for the development of a method for genome editing"""
990,Andrea,Ghez,1965-06-16,USA,female,2020,Physics,"""for the discovery of a supermassive compact object at the centre of our galaxy"""
989,Reinhard,Genzel,1952-03-24,Germany,male,2020,Physics,"""for the discovery of a supermassive compact object at the centre of our galaxy"""
988,Roger,Penrose,1931-08-08,United Kingdom,male,2020,Physics,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity"""
987,Charles,Rice,1952-08-25,USA,male,2020,Medicine,"""for the discovery of Hepatitis C virus"""
986,Michael,Houghton,,United Kingdom,male,2020,Medicine,"""for the discovery of Hepatitis C virus"""
985,Harvey,Alter,1935-09-12,USA,male,2020,Medicine,"""for the discovery of Hepatitis C virus"""
984,Michael,Kremer,1964-11-12,USA,male,2019,Economics,"""for their experimental approach to alleviating global poverty"""
983,Esther,Duflo,1972-10-25,France,female,2019,Economics,"""for their experimental approach to alleviating global poverty"""
982,Abhijit,Banerjee,1961-02-21,India,male,2019,Economics,"""for their experimental approach to alleviating global poverty"""
981,Abiy,Ahmed Ali,1976-08-15,Ethiopia,male,2019,Peace,"""for his efforts to achieve peace and international cooperation and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea"""
980,Peter,Handke,1942-12-06,Austria,male,2019,Literature,"""for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience"""
979,Olga,Tokarczuk,1962-01-29,Poland,female,2018,Literature,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life"""
978,Akira,Yoshino,1948-01-30,Japan,male,2019,Chemistry,"""for the development of lithium-ion batteries"""
977,M. Stanley,Whittingham,1941-12-22,United Kingdom,male,2019,Chemistry,"""for the development of lithium-ion batteries"""
976,John,Goodenough,1922-07-25,Germany,male,2019,Chemistry,"""for the development of lithium-ion batteries"""
975,Didier,Queloz,1966-02-23,Switzerland,male,2019,Physics,"""for the discovery of an exoplanet orbiting a solar-type star"""
974,Michel,Mayor,1942-01-12,Switzerland,male,2019,Physics,"""for the discovery of an exoplanet orbiting a solar-type star"""
973,James,Peebles,1935-04-25,Canada,male,2019,Physics,"""for theoretical discoveries in physical cosmology"""
972,Gregg,Semenza,1956-07-12,USA,male,2019,Medicine,"""for their discoveries of how cells sense and adapt to oxygen availability"""
971,Peter,Ratcliffe,1954-05-14,United Kingdom,male,2019,Medicine,"""for their discoveries of how cells sense and adapt to oxygen availability"""
970,William,Kaelin,1957-11-23,USA,male,2019,Medicine,"""for their discoveries of how cells sense and adapt to oxygen availability"""
969,Paul M.,Romer,,USA,male,2018,Economics,"""for integrating technological innovations into long-run macroeconomic analysis"""
968,William D.,Nordhaus,1941-05-31,USA,male,2018,Economics,"""for integrating climate change into long-run macroeconomic analysis"""
967,Nadia,Murad,1993-03-10,Iraq,female,2018,Peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict"""
966,Denis,Mukwege,1955-03-01,Belgian Congo (now Democratic Republic of the Congo),male,2018,Peace,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict"""
965,Sir Gregory P.,Winter,1951-04-14,United Kingdom,male,2018,Chemistry,"""for the phage display of peptides and antibodies"""
964,George P.,Smith,1941-03-10,USA,male,2018,Chemistry,"""for the phage display of peptides and antibodies"""
963,Frances H.,Arnold,1956-07-25,USA,female,2018,Chemistry,"""for the directed evolution of enzymes"""
962,Donna,Strickland,1959-05-27,Canada,female,2018,Physics,"""for their method of generating high-intensity ultra-short optical pulses"""
961,Gérard,Mourou,1944-06-22,France,male,2018,Physics,"""for their method of generating high-intensity ultra-short optical pulses"""
960,Arthur,Ashkin,1922-09-02,USA,male,2018,Physics,"""for the optical tweezers and their application to biological systems"""
959,Tasuku,Honjo,1942-01-27,Japan,male,2018,Medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation"""
958,James P.,Allison,1948-08-07,USA,male,2018,Medicine,"""for their discovery of cancer therapy by inhibition of negative immune regulation"""
949,Richard H.,Thaler,1945-09-12,USA,male,2017,Economics,"""for his contributions to behavioural economics"""
948,International Campaign to Abolish Nuclear Weapons,,,,org,2017,Peace,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons"""
947,Kazuo,Ishiguro,1954-11-08,Japan,male,2017,Literature,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world"""
946,Richard,Henderson,1945-07-19,Scotland,male,2017,Chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"""
945,Joachim,Frank,1940-09-12,Germany,male,2017,Chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"""
944,Jacques,Dubochet,1942-06-08,Switzerland,male,2017,Chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"""
943,Kip S.,Thorne,1940-06-01,USA,male,2017,Physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves"""
942,Barry C.,Barish,1936-01-27,USA,male,2017,Physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves"""
941,Rainer,Weiss,1932-09-29,Germany,male,2017,Physics,"""for decisive contributions to the LIGO detector and the observation of gravitational waves"""
940,Michael W.,Young,1949-03-28,USA,male,2017,Medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm"""
939,Michael,Rosbash,1944-03-07,USA,male,2017,Medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm"""
938,Jeffrey C.,Hall,1945-05-03,USA,male,2017,Medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm"""
937,Bob,Dylan,1941-05-24,USA,male,2016,Literature,"""for having created new poetic expressions within the great American song tradition"""
936,Bengt,Holmström,1949-04-18,Finland,male,2016,Economics,"""for their contributions to contract theory"""
935,Oliver,Hart,1948-10-09,United Kingdom,male,2016,Economics,"""for their contributions to contract theory"""
934,Juan Manuel,Santos,1951-08-10,Colombia,male,2016,Peace,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end"""
933,Bernard L.,Feringa,1951-05-18,the Netherlands,male,2016,Chemistry,"""for the design and synthesis of molecular machines"""
932,Sir J. Fraser,Stoddart,1942-05-24,United Kingdom,male,2016,Chemistry,"""for the design and synthesis of molecular machines"""
931,Jean-Pierre,Sauvage,1944-10-21,France,male,2016,Chemistry,"""for the design and synthesis of molecular machines"""
930,J. Michael,Kosterlitz,1943-06-22,United Kingdom,male,2016,Physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
929,F. Duncan M.,Haldane,1951-09-14,United Kingdom,male,2016,Physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
928,David J.,Thouless,1934-09-21,United Kingdom,male,2016,Physics,"""for theoretical discoveries of topological phase transitions and topological phases of matter"""
927,Yoshinori,Ohsumi,1945-02-09,Japan,male,2016,Medicine,"""for his discoveries of mechanisms for autophagy"""
926,Angus,Deaton,1945-10-19,Scotland,male,2015,Economics,"""for his analysis of consumption poverty and welfare"""
925,National Dialogue Quartet,,,,org,2015,Peace,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011"""
924,Svetlana,Alexievich,1948-05-31,Ukraine,female,2015,Literature,"""for her polyphonic writings a monument to suffering and courage in our time"""
923,Aziz,Sancar,1946-09-08,Turkey,male,2015,Chemistry,"""for mechanistic studies of DNA repair"""
922,Paul,Modrich,1946-06-13,USA,male,2015,Chemistry,"""for mechanistic studies of DNA repair"""
921,Tomas,Lindahl,1938-01-28,Sweden,male,2015,Chemistry,"""for mechanistic studies of DNA repair"""
920,Arthur B.,McDonald,1943-08-29,Canada,male,2015,Physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass"""
919,Takaaki,Kajita,1959-03-09,Japan,male,2015,Physics,"""for the discovery of neutrino oscillations which shows that neutrinos have mass"""
918,Youyou,Tu,1930-12-30,China,female,2015,Medicine,"""for her discoveries concerning a novel therapy against Malaria"""
917,Satoshi,Ōmura,1935-07-12,Japan,male,2015,Medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites"""
916,William C.,Campbell,1930-06-28,Ireland,male,2015,Medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites"""
915,Jean,Tirole,1953-08-09,France,male,2014,Economics,"""for his analysis of market power and regulation"""
914,Malala,Yousafzai,1997-07-12,Pakistan,female,2014,Peace,"""for their struggle against the suppression of children and young people and for the right of all children to education"""
913,Kailash,Satyarthi,1954-01-11,India,male,2014,Peace,"""for their struggle against the suppression of children and young people and for the right of all children to education"""
912,Patrick,Modiano,1945-07-30,France,male,2014,Literature,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation"""
911,William E.,Moerner,1953-06-24,USA,male,2014,Chemistry,"""for the development of super-resolved fluorescence microscopy"""
910,Stefan W.,Hell,1962-12-23,Romania,male,2014,Chemistry,"""for the development of super-resolved fluorescence microscopy"""
909,Eric,Betzig,1960-01-13,USA,male,2014,Chemistry,"""for the development of super-resolved fluorescence microscopy"""
908,Shuji,Nakamura,1954-05-22,Japan,male,2014,Physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
907,Hiroshi,Amano,1960-09-11,Japan,male,2014,Physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
906,Isamu,Akasaki,1929-01-30,Japan,male,2014,Physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
905,Edvard I.,Moser,1962-04-27,Norway,male,2014,Medicine,"""for their discoveries of cells that constitute a positioning system in the brain"""
904,May-Britt,Moser,1963-01-04,Norway,female,2014,Medicine,"""for their discoveries of cells that constitute a positioning system in the brain"""
903,John,O'Keefe,1939-11-18,USA,male,2014,Medicine,"""for their discoveries of cells that constitute a positioning system in the brain"""
896,Robert J.,Shiller,1946-03-29,USA,male,2013,Economics,"""for their empirical analysis of asset prices"""
895,Lars Peter,Hansen,1952-10-26,USA,male,2013,Economics,"""for their empirical analysis of asset prices"""
894,Eugene F.,Fama,1939-02-14,USA,male,2013,Economics,"""for their empirical analysis of asset prices"""
893,Organisation for the Prohibition of Chemical Weapons,,,,org,2013,Peace,"""for its extensive efforts to eliminate chemical weapons"""
892,Alice,Munro,1931-07-10,Canada,female,2013,Literature,"""master of the contemporary short story"""
891,Arieh,Warshel,1940-11-20,British Mandate of Palestine (now Israel),male,2013,Chemistry,"""for the development of multiscale models for complex chemical systems"""
890,Michael,Levitt,1947-05-09,South Africa,male,2013,Chemistry,"""for the development of multiscale models for complex chemical systems"""
889,Martin,Karplus,1930-03-15,Austria,male,2013,Chemistry,"""for the development of multiscale models for complex chemical systems"""
888,Peter,Higgs,1929-05-29,United Kingdom,male,2013,Physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider"""
887,François,Englert,1932-11-06,Belgium,male,2013,Physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider"""
886,Thomas C.,Südhof,1955-12-22,Germany,male,2013,Medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells"""
885,Randy W.,Schekman,1948-12-30,USA,male,2013,Medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells"""
884,James E.,Rothman,1950-11-03,USA,male,2013,Medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells"""
883,Lloyd S.,Shapley,1923-06-02,USA,male,2012,Economics,"""for the theory of stable allocations and the practice of market design"""
882,Alvin E.,Roth,1951-12-18,USA,male,2012,Economics,"""for the theory of stable allocations and the practice of market design"""
881,European Union,,,,org,2012,Peace,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe"""
880,Mo,Yan,1956-03-25,China,male,2012,Literature,"""who with hallucinatory realism merges folk tales history and the contemporary"""
879,Brian,Kobilka,1955-05-30,USA,male,2012,Chemistry,"""for studies of G-protein-coupled receptors"""
878,Robert J.,Lefkowitz,1943-04-15,USA,male,2012,Chemistry,"""for studies of G-protein-coupled receptors"""
877,David J.,Wineland,1944-02-24,USA,male,2012,Physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems"""
876,Serge,Haroche,1944-09-11,Morocco,male,2012,Physics,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems"""
875,Shinya,Yamanaka,1962-09-04,Japan,male,2012,Medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent"""
874,Sir John B.,Gurdon,1933-10-02,United Kingdom,male,2012,Medicine,"""for the discovery that mature cells can be reprogrammed to become pluripotent"""
873,Christopher A.,Sims,1942-10-21,USA,male,2011,Economics,"""for their empirical research on cause and effect in the macroeconomy"""
872,Thomas J.,Sargent,1943-07-19,USA,male,2011,Economics,"""for their empirical research on cause and effect in the macroeconomy"""
871,Tawakkol,Karman,1979-02-07,Yemen,female,2011,Peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"""
870,Leymah,Gbowee,1972-02-01,Liberia,female,2011,Peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"""
869,Ellen,Johnson Sirleaf,1938-10-29,Liberia,female,2011,Peace,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"""
868,Tomas,Tranströmer,1931-04-15,Sweden,male,2011,Literature,"""because through his condensed translucent images he gives us fresh access to reality"""
867,Dan,Shechtman,1941-01-24,British Mandate of Palestine (now Israel),male,2011,Chemistry,"""for the discovery of quasicrystals"""
866,Adam G.,Riess,1969-12-16,USA,male,2011,Physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
865,Brian P.,Schmidt,1967-02-24,USA,male,2011,Physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
864,Saul,Perlmutter,,USA,male,2011,Physics,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
863,Ralph M.,Steinman,1943-01-14,Canada,male,2011,Medicine,"""for his discovery of the dendritic cell and its role in adaptive immunity"""
862,Jules A.,Hoffmann,1941-08-02,Luxembourg,male,2011,Medicine,"""for their discoveries concerning the activation of innate immunity"""
861,Bruce A.,Beutler,1957-12-29,USA,male,2011,Medicine,"""for their discoveries concerning the activation of innate immunity"""
858,Christopher A.,Pissarides,1948-02-20,Cyprus,male,2010,Economics,"""for their analysis of markets with search frictions"""
857,Dale T.,Mortensen,1939-02-02,USA,male,2010,Economics,"""for their analysis of markets with search frictions"""
856,Peter A.,Diamond,1940-04-29,USA,male,2010,Economics,"""for their analysis of markets with search frictions"""
855,Xiaobo,Liu,1955-12-28,China,male,2010,Peace,"""for his long and non-violent struggle for fundamental human rights in China"""
854,Mario,Vargas Llosa,1936-03-28,Peru,male,2010,Literature,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat"""
853,Akira,Suzuki,1930-09-12,Japan,male,2010,Chemistry,"""for palladium-catalyzed cross couplings in organic synthesis"""
852,Ei-ichi,Negishi,1935-07-14,China,male,2010,Chemistry,"""for palladium-catalyzed cross couplings in organic synthesis"""
851,Richard F.,Heck,1931-08-15,USA,male,2010,Chemistry,"""for palladium-catalyzed cross couplings in organic synthesis"""
850,Konstantin,Novoselov,1974-08-23,Russia,male,2010,Physics,"""for groundbreaking experiments regarding the two-dimensional material graphene"""
849,Andre,Geim,1958-10-21,Russia,male,2010,Physics,"""for groundbreaking experiments regarding the two-dimensional material graphene"""
848,Robert G.,Edwards,1925-09-27,United Kingdom,male,2010,Medicine,"""for the development of in vitro fertilization"""
847,Oliver E.,Williamson,1932-09-27,USA,male,2009,Economics,"""for his analysis of economic governance especially the boundaries of the firm"""
846,Elinor,Ostrom,1933-08-07,USA,female,2009,Economics,"""for her analysis of economic governance especially the commons"""
845,Barack,Obama,1961-08-04,USA,male,2009,Peace,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples"""
844,Herta,Müller,1953-08-17,Romania,female,2009,Literature,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed"""
843,Ada E.,Yonath,1939-06-22,British Mandate of Palestine (now Israel),female,2009,Chemistry,"""for studies of the structure and function of the ribosome"""
842,Thomas A.,Steitz,1940-08-23,USA,male,2009,Chemistry,"""for studies of the structure and function of the ribosome"""
841,Venkatraman,Ramakrishnan,,India,male,2009,Chemistry,"""for studies of the structure and function of the ribosome"""
840,George E.,Smith,1930-05-10,USA,male,2009,Physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor"""
839,Willard S.,Boyle,1924-08-19,Canada,male,2009,Physics,"""for the invention of an imaging semiconductor circuit - the CCD sensor"""
838,Charles K.,Kao,1933-11-04,China,male,2009,Physics,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication"""
837,Jack W.,Szostak,1952-11-09,United Kingdom,male,2009,Medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
836,Carol W.,Greider,1961-04-15,USA,female,2009,Medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
835,Elizabeth H.,Blackburn,1948-11-26,Australia,female,2009,Medicine,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
834,Paul,Krugman,1953-02-28,USA,male,2008,Economics,"""for his analysis of trade patterns and location of economic activity"""
833,Martti,Ahtisaari,1937-06-23,Finland,male,2008,Peace,"""for his important efforts on several continents and over more than three decades to resolve international conflicts"""
832,Jean-Marie Gustave,Le Clézio,1940-04-13,France,male,2008,Literature,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization"""
831,Roger Y.,Tsien,1952-02-01,USA,male,2008,Chemistry,"""for the discovery and development of the green fluorescent protein GFP"""
830,Martin,Chalfie,1947-01-15,USA,male,2008,Chemistry,"""for the discovery and development of the green fluorescent protein GFP"""
829,Osamu,Shimomura,1928-08-27,Japan,male,2008,Chemistry,"""for the discovery and development of the green fluorescent protein GFP"""
828,Toshihide,Maskawa,1940-02-07,Japan,male,2008,Physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"""
827,Makoto,Kobayashi,1944-04-07,Japan,male,2008,Physics,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"""
826,Yoichiro,Nambu,1921-01-18,Japan,male,2008,Physics,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics"""
825,Luc,Montagnier,1932-08-18,France,male,2008,Medicine,"""for their discovery of human immunodeficiency virus"""
824,Françoise,Barré-Sinoussi,1947-07-30,France,female,2008,Medicine,"""for their discovery of human immunodeficiency virus"""
823,Harald,zur Hausen,1936-03-11,Germany,male,2008,Medicine,"""for his discovery of human papilloma viruses causing cervical cancer"""
822,Roger B.,Myerson,1951-03-29,USA,male,2007,Economics,"""for having laid the foundations of mechanism design theory"""
821,Eric S.,Maskin,1950-12-12,USA,male,2007,Economics,"""for having laid the foundations of mechanism design theory"""
820,Leonid,Hurwicz,1917-08-21,Russia,male,2007,Economics,"""for having laid the foundations of mechanism design theory"""
819,Al,Gore,1948-03-31,USA,male,2007,Peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change"""
818,Intergovernmental Panel on Climate Change,,,,org,2007,Peace,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change"""
817,Doris,Lessing,1919-10-22,Persia (now Iran),female,2007,Literature,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny"""
816,Gerhard,Ertl,1936-10-10,Germany,male,2007,Chemistry,"""for his studies of chemical processes on solid surfaces"""
815,Peter,Grünberg,1939-05-18,Czechoslovakia (now Czech Republic),male,2007,Physics,"""for the discovery of Giant Magnetoresistance"""
814,Albert,Fert,1938-03-07,France,male,2007,Physics,"""for the discovery of Giant Magnetoresistance"""
813,Oliver,Smithies,1925-06-23,United Kingdom,male,2007,Medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
812,Sir Martin J.,Evans,1941-01-01,United Kingdom,male,2007,Medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
811,Mario R.,Capecchi,1937-10-06,Italy,male,2007,Medicine,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
810,Grameen Bank,,,,org,2006,Peace,"""for their efforts to create economic and social development from below"""
